City/Town,Ward,Pct,"Timothy R. Corcoran","Brian Campion","Joseph L. Krawczyk",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican
Bennington,,,"1,965","1,461","1,120",0,0,"4,546"
TOTALS,,,"1,965","1,461","1,120",0,0,"4,546"
