City/Town,Ward,Pct,"Kurt Wright","Bill Aswad","Joanna Cole",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic
Burlington,,,"1,806","1,526","1,277",0,0,"4,609"
TOTALS,,,"1,806","1,526","1,277",0,0,"4,609"
