City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Coventry,,,-,5,13,18
Irasburg,,,-,14,34,48
"Newport City",,,-,46,114,160
"Newport Town",,,-,11,21,32
TOTALS,,,-,76,182,258
