City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Danby,,,-,0,1,1
Dorset,,,-,0,1,1
Landgrove,,,-,9,3,12
"Mount Tabor",,,-,0,3,3
Peru,,,-,2,1,3
TOTALS,,,-,11,9,20
