City/Town,Ward,Pct,"Clint Martin","Alice M. Emmons",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Springfield,,,"1,005",993,26,544,"2,568"
TOTALS,,,"1,005",993,26,544,"2,568"
