City/Town,Ward,Pct,"Richard Doty, Jr",Write-Ins,Blanks,"Total Votes Cast"
,,,
Jay,,,0,1,9,10
Lowell,,,0,3,17,20
Montgomery,,,0,3,14,17
Troy,,,0,17,12,29
Westfield,,,0,13,13,26
TOTALS,,,0,37,65,102
