City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Brighton,,,-,1,4,5
Canaan,,,-,1,0,1
Newark,,,-,1,2,3
Westmore,,,-,0,1,1
TOTALS,,,-,3,7,10
