City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Jamaica,,,-,34,48,82
Londonderry,,,-,8,42,50
Stratton,,,-,0,7,7
Weston,,,-,1,39,40
Winhall,,,-,6,17,23
TOTALS,,,-,49,153,202
