City/Town,Ward,Pct,"Craig Scribner, Sr","Gerald Masterson",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Bristol,,,153,133,0,50,336
Lincoln,,,72,80,3,26,181
Monkton,,,48,50,4,36,138
Starksboro,,,40,39,2,23,104
TOTALS,,,313,302,9,135,759
