City/Town,Ward,Pct,"Harvey B. Otterman, Jr",Write-Ins,Blanks,"Total Votes Cast"
,,,
Groton,,,83,0,2,85
Newbury,-,"Center Town House",27,0,3,30
Newbury,-,"Town Ofc. Bldg.",55,0,6,61
Newbury,-,"West River Village",46,0,2,48
Topsham,,,0,80,5,85
TOTALS,,,211,80,18,309
