City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Bloomfield,,,-,0,16,16
Brighton,,,-,11,33,44
Brunswick,,,-,4,6,10
Canaan,,,-,4,46,50
Concord,,,-,6,46,52
"E. Haven",,,-,0,20,20
Eden,,,-,15,27,42
Granby,,,-,0,3,3
Guildhall,,,-,0,7,7
Lemington,,,-,0,4,4
Lunenburg,,,-,10,50,60
Maidstone,,,-,0,2,2
Montgomery,,,-,12,68,80
Norton,,,-,8,1,9
Richford,,,-,11,114,125
Victory,,,-,2,3,5
Wolcott,,,-,19,125,144
TOTALS,,,-,102,571,673
