City/Town,Ward,Pct,"Timothy R. Corcoran, II",Write-Ins,Blanks,"Total Votes Cast"
,,,
Bennington,-,"Fire House Ward 1",278,22,300,600
Bennington,-,"Fire House Ward 3",56,1,91,148
TOTALS,,,334,23,391,748
