City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Ludlow,,,-,0,1,1
"Mount Holly",,,-,1,7,8
Plymouth,,,-,0,2,2
TOTALS,,,-,1,10,11
