City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Albany,,,-,1,1,2
Barton,-,"Barton Memorial",-,4,0,4
Barton,-,"Orleans Memorial",-,0,4,4
Craftsbury,,,-,3,9,12
Glover,,,-,6,8,14
Greensboro,,,-,3,11,14
Sheffield,,,-,0,1,1
Wheelock,,,-,0,8,8
TOTALS,,,-,17,42,59
