City/Town,Ward,Pct,"Joseph L. Krawczyk, Jr",Write-Ins,Blanks,"Total Votes Cast"
,,,
Bennington,-,"Fire House Ward 1",154,52,194,400
Bennington,-,"Fire House Ward 3",23,5,40,68
TOTALS,,,177,57,234,468
