City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Duxbury,,,-,2,6,8
Huntington,,,-,0,20,20
Waterbury,,,-,8,24,32
TOTALS,,,-,10,50,60
