City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Belvidere,,,-,0,9,9
Cambridge,,,-,20,70,90
Waterville,,,-,2,14,16
TOTALS,,,-,22,93,115
