City/Town,Ward,Pct,"Timothy R. Corcoran","Brian Campion","Warren H. Roaf",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican
Bennington,,,"2,381","1,979",829,0,0,"5,189"
TOTALS,,,"2,381","1,979",829,0,0,"5,189"
