City/Town,Ward,Pct,"John I. Mitchell","Bob Shea","Mike O'Day",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Independent,Progressive
Fairfax,,,"1,011",588,471,4,81,"2,155"
TOTALS,,,"1,011",588,471,4,81,"2,155"
