City/Town,Ward,Pct,"Kevin Christie","Sheila Vowinkel","Alex S. Defelice","Paul Keane",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Independent
Hartford,,,"2,177","1,683","1,403",816,5,"1,375","7,459"
TOTALS,,,"2,177","1,683","1,403",816,5,"1,375","7,459"
