City/Town,Ward,Pct,"Kurt Wright","Joanna Cole","Bill Aswad",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic
Burlington,,,"2,332","2,008","1,987",0,0,"6,327"
TOTALS,,,"2,332","2,008","1,987",0,0,"6,327"
