City/Town,Ward,Pct,"Jim Condon","Bob Bouchard","Curt Taylor","Joey A. Purvis",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Democratic,Republican
Colchester,,,"1,689","1,250","1,198","1,068",0,0,"5,205"
TOTALS,,,"1,689","1,250","1,198","1,068",0,0,"5,205"
