City/Town,Ward,Pct,"Donald H. Turner","Ronald E. Hubert","Todd Buik",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic
Milton,,,"3,144","2,150","1,144",0,0,"6,438"
TOTALS,,,"3,144","2,150","1,144",0,0,"6,438"
