City/Town,Ward,Pct,"Anne Mook","Mary A. Morrissey","Dale Gerity",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Democratic
Bennington,,,"1,896","1,896",890,0,0,"4,682"
TOTALS,,,"1,896","1,896",890,0,0,"4,682"
