City/Town,Ward,Pct,"Patrick Brennan","Kristy Kurt Spengler","Patricia Porter",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Independent
Colchester,,,"2,350","1,790","1,649",0,0,"5,789"
TOTALS,,,"2,350","1,790","1,649",0,0,"5,789"
