City/Town,Ward,Pct,"Jim McCullough","Terry Macaig","Jay P. Michaud","Thomas M. Nelson",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Williston,,,"2,855","2,504","1,910","1,861",0,0,"9,130"
TOTALS,,,"2,855","2,504","1,910","1,861",0,0,"9,130"
