City/Town,Ward,Pct,"Bob South","Michelle Fay","Gary Reis",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican
"St. Johnsbury",,,"1,694","1,525","1,463",0,0,"4,682"
TOTALS,,,"1,694","1,525","1,463",0,0,"4,682"
