City/Town,Ward,Pct,"Anne T. O'Brien",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
Richmond,,,"2,038",0,0,"2,038"
TOTALS,,,"2,038",0,0,"2,038"
