City/Town,Ward,Pct,"Thomas P. Terenzini",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican
"Rutland Town",,,"1,897",59,340,"2,296"
TOTALS,,,"1,897",59,340,"2,296"
