City/Town,Ward,Pct,"Cynthia Martin","Alice M. Emmons",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Springfield,,,"2,661","2,570",101,"2,025","7,357"
TOTALS,,,"2,661","2,570",101,"2,025","7,357"
