City/Town,Ward,Pct,"Jill Krowinski","Curt McCormack","Gene Bergman","Kit Andrews",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Progressive,Progressive
Burlington,,,"1,837","1,450",940,838,0,0,"5,065"
TOTALS,,,"1,837","1,450",940,838,0,0,"5,065"
