City/Town,Ward,Pct,"Tristan Toleno","Ian G. Diamondstone",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,"Liberty Union"
Brattleboro,,,"1,390",171,0,0,"1,561"
TOTALS,,,"1,390",171,0,0,"1,561"
