City/Town,Ward,Pct,"Paul N. Poirier","Tess Taylor","John G. Santorello",Write-Ins,Blanks,"Total Votes Cast"
,,,Independent,Democratic,Republican
"Barre City",,,"1,778","1,696","1,192",0,0,"4,666"
TOTALS,,,"1,778","1,696","1,192",0,0,"4,666"
