City/Town,Ward,Pct,"Mary S. Hooper","Warren F. Kitzmiller","Glennie F. Sewell","Benjamin Eastwood",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Progressive,Justice
Montpelier,,,"3,179","3,113",696,380,0,0,"7,368"
TOTALS,,,"3,179","3,113",696,380,0,0,"7,368"
