City/Town,Ward,Pct,"Kurt Wright","Joanna Cole","Michael Ly","Robert Hooper","Loyal Ploof","Roy Collette",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Republican,Democratic,Libertarian,Libertarian
Burlington,,,"1,598","1,265","1,217",953,68,49,13,359,"5,522"
TOTALS,,,"1,598","1,265","1,217",953,68,49,13,359,"5,522"
