City/Town,Ward,Pct,"Alice M. Emmons","Robert Forguites",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Springfield,,,"1,377","1,284",0,0,"2,661"
TOTALS,,,"1,377","1,284",0,0,"2,661"
