City/Town,Ward,Pct,"Amy Sheldon","Betty A. Nuovo","Calvin McEathron","Thomas Hughes",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic/Progressive,Democratic,Independent,Independent
Middlebury,,,"1,310","1,163","1,034",321,0,0,"3,828"
TOTALS,,,"1,310","1,163","1,034",321,0,0,"3,828"
