City/Town,Ward,Pct,"Thomas P. Terenzini","Lori A. Mesli",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Rutland Town",,,"1,021",578,0,0,"1,599"
TOTALS,,,"1,021",578,0,0,"1,599"
