City/Town,Ward,Pct,"Kesha Ram","Christopher A. Pearson",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Progressive
Burlington,,,840,650,13,641,"2,144"
TOTALS,,,840,650,13,641,"2,144"
