City/Town,Ward,Pct,"Barbara S. Murphy","Chris Santee","Bob Shea",Write-Ins,Blanks,"Total Votes Cast"
,,,Independent,Republican,Independent
Fairfax,,,586,571,228,0,34,"1,419"
TOTALS,,,586,571,228,0,34,"1,419"
