City/Town,Ward,Pct,"Jim Condon","Joey A. Purvis","Curt Taylor","Lane Esden",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Democratic,Republican
Colchester,,,"1,024",897,857,513,0,518,"3,809"
TOTALS,,,"1,024",897,857,513,0,518,"3,809"
