City/Town,Ward,Pct,"Martin Lalonde",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
"S. Burlington",,,"1,059",0,0,"1,059"
TOTALS,,,"1,059",0,0,"1,059"
