City/Town,Ward,Pct,"Ann Pugh",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
"S. Burlington",,,"1,202",0,0,"1,202"
TOTALS,,,"1,202",0,0,"1,202"
