City/Town,Ward,Pct,"Paul N. Poirier","Tommy J. Walz","Kristin H. Sohlstrom","John G. Santorello",Write-Ins,Blanks,"Total Votes Cast"
,,,Independent,Democratic,Republican,Republican
"Barre City",,,"1,132",976,870,754,0,590,"4,322"
TOTALS,,,"1,132",976,870,754,0,590,"4,322"
