City/Town,Ward,Pct,"Don Turner","Ronald E. Hubert",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican
Milton,,,"2,012","1,691",36,"1,071","4,810"
TOTALS,,,"2,012","1,691",36,"1,071","4,810"
