City/Town,Ward,Pct,"Jill Krowinski","Curt McCormack",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Burlington,,,"1,053",958,23,890,"2,924"
TOTALS,,,"1,053",958,23,890,"2,924"
