City/Town,Ward,Pct,"Johannah Leddy Donovan","Mary M. Sullivan",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Burlington,,,"1,933","1,918",26,"1,381","5,258"
TOTALS,,,"1,933","1,918",26,"1,381","5,258"
