City/Town,Ward,Pct,"Mary A. Morrissey","Kiah Morris","Joann Erenhouse",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic
Bennington,,,"1,241",873,797,10,857,"3,778"
TOTALS,,,"1,241",873,797,10,857,"3,778"
