City/Town,Ward,Pct,"Francis McFaun","Rob Laclair","J. Guy Isabelle",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic
"Barre Town",,,"2,029","1,616","1,358",7,834,"5,844"
TOTALS,,,"2,029","1,616","1,358",7,834,"5,844"
