City/Town,Ward,Pct,"Scott Beck","Janssen Willhoit","Michelle Fay","Bob South",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic,Democratic
"St. Johnsbury",,,"1,085",830,803,759,0,0,"3,477"
TOTALS,,,"1,085",830,803,759,0,0,"3,477"
