City/Town,Ward,Pct,"Kevin Christie","Gabrielle Lucke",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Hartford,,,"1,636","1,507",56,"1,327","4,526"
TOTALS,,,"1,636","1,507",56,"1,327","4,526"
