City/Town,Ward,Pct,"Anne T. O'Brien",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
Richmond,,,"1,316",0,0,"1,316"
TOTALS,,,"1,316",0,0,"1,316"
