City/Town,Ward,Pct,"Timothy R. Corcoran","Rachael Fields",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Bennington,,,"1,632","1,156",46,"1,254","4,088"
TOTALS,,,"1,632","1,156",46,"1,254","4,088"
