City/Town,Ward,Pct,"Mary S. Hooper","Warren F. Kitzmiller","Ivan Shadis","Glennie F. Sewell",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Progressive,Progressive
Montpelier,,,"2,166","2,061",788,401,0,0,"5,416"
TOTALS,,,"2,166","2,061",788,401,0,0,"5,416"
