City/Town,Ward,Pct,"Patrick Brennan","Maureen P. Dakin","Pam Loranger","Kristy Spengler","Dana Rushford",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Republican,Democratic,Libertarian
Colchester,,,"1,608","1,140","1,035",823,90,1,639,"5,336"
TOTALS,,,"1,608","1,140","1,035",823,90,1,639,"5,336"
