City/Town,Ward,Pct,"Jim McCullough","Terry Macaig",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Williston,,,"2,237","2,121",0,0,"4,358"
TOTALS,,,"2,237","2,121",0,0,"4,358"
