City/Town,Ward,Pct,"Michael Kainen","Lynn Bohi",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican/Democratic,Democratic
Hartford,,,"1,705","1,626",34,0,"3,365"
TOTALS,,,"1,705","1,626",34,0,"3,365"
