City/Town,Ward,Pct,"Kevin J. Mullin",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican
"Rutland Town",,,"1,698",15,0,"1,713"
TOTALS,,,"1,698",15,0,"1,713"
