City/Town,Ward,Pct,"David T. Clark","Donald Bostic",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican
"St. Johnsbury",,,"1,639","1,574",64,0,"3,277"
TOTALS,,,"1,639","1,574",64,0,"3,277"
