City/Town,Ward,Pct,"Mary A. Morrissey","Albert C. Krawczyk",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican/Democratic,Democratic/Republican
Bennington,,,"1,936","1,629",19,0,"3,584"
TOTALS,,,"1,936","1,629",19,0,"3,584"
