City/Town,Ward,Pct,"Malcolm Severance","Joyce S. Sweeney","Mira Shea","David Ellenbogen","Michael Flanagan","Paul G. Blacketor",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic,Progressive,Progressive,Democratic
Colchester,,,"1,258",910,781,606,424,371,4,0,"4,354"
TOTALS,,,"1,258",910,781,606,424,371,4,0,"4,354"
