City/Town,Ward,Pct,"Virginia Duffy","Herbert G. Ogden","Thomas J. Palumbo",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,"Liberty Union"
"Rutland City",,,913,758,60,8,0,"1,739"
TOTALS,,,913,758,60,8,0,"1,739"
