City/Town,Ward,Pct,"Doran D. Metzger","Kevin J. Endres","Reginald Godin","Les Henry",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic,Democratic
Milton,,,"1,974","1,723",852,424,2,0,"4,975"
TOTALS,,,"1,974","1,723",852,424,2,0,"4,975"
