City/Town,Ward,Pct,"Peter D. Hunt","Linda F. Kirker","Tim Jerman","Matthew Stevens","George A. Dunbar, Sr","Joe Stetson",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Democratic,Republican,Independent,Progressive
Essex,,,"1,582","1,406","1,265","1,195",754,89,6,0,"6,297"
TOTALS,,,"1,582","1,406","1,265","1,195",754,89,6,0,"6,297"
